"Source","MeandC_corr","SDdC_corr","MeandN","SDdN"
"gadipela",0.923503114438503,0.232559132708777,2.38615497326203,0.30105471305041
"bathy",0.923503114438503,0.232559132708777,2.38615497326203,0.30105471305041
"ceph1",0.923503114438503,0.232559132708777,2.38615497326203,0.30105471305041
"ceph2",0.923503114438503,0.232559132708777,2.38615497326203,0.30105471305041
"gela",0.923503114438503,0.232559132708777,2.38615497326203,0.30105471305041
