id_lance;ANO;NMAREA;COBARCO;NLANCE;NUMANZUELOS;PALANGRE;LFECHA;VFECHA;VLATINI;VLONINI;VLATFIN;VLONFIN;FASELUNAR;VALIDO;basin;Area1;COESP;n_ind;MES;Time;DateTime;MoonPhase;id;geometry
2021_A_1_1;2021;1;A;1;2058;3;15/05/2021;16/05/2021;36.87;-0.734;36.895;-0.69;CC;NA;med;med;SMA;0;5;7:09:00;16/05/2021 7:09;Creciente;408;c(-0.734, 36.87)
2021_A_1_1;2021;1;A;1;2058;3;15/05/2021;16/05/2021;36.87;-0.734;36.895;-0.69;CC;NA;med;med;SWO;11;5;7:09:00;16/05/2021 7:09;Creciente;408;c(-0.734, 36.87)
2021_A_1_1;2021;1;A;1;2058;3;15/05/2021;16/05/2021;36.87;-0.734;36.895;-0.69;CC;NA;med;med;BSH;0;5;7:09:00;16/05/2021 7:09;Creciente;408;c(-0.734, 36.87)
2021_A_1_2;2021;1;A;2;2058;3;15/05/2021;17/05/2021;36.933;-0.696;36.957;-0.607;CC;NA;med;med;SWO;8;5;7:04:00;17/05/2021 7:04;Creciente;408;c(-0.696, 36.933)
2021_A_1_2;2021;1;A;2;2058;3;15/05/2021;17/05/2021;36.933;-0.696;36.957;-0.607;CC;NA;med;med;SMA;0;5;7:04:00;17/05/2021 7:04;Creciente;408;c(-0.696, 36.933)
2021_A_1_2;2021;1;A;2;2058;3;15/05/2021;17/05/2021;36.933;-0.696;36.957;-0.607;CC;NA;med;med;BSH;0;5;7:04:00;17/05/2021 7:04;Creciente;408;c(-0.696, 36.933)
2021_A_1_3;2021;1;A;3;2058;3;17/05/2021;18/05/2021;36.823;-0.754;36.843;-0.691;CC;NA;med;med;SMA;0;5;7:06:00;18/05/2021 7:06;Creciente;408;c(-0.754, 36.823)
2021_A_1_3;2021;1;A;3;2058;3;17/05/2021;18/05/2021;36.823;-0.754;36.843;-0.691;CC;NA;med;med;SWO;2;5;7:06:00;18/05/2021 7:06;Creciente;408;c(-0.754, 36.823)
2021_A_1_3;2021;1;A;3;2058;3;17/05/2021;18/05/2021;36.823;-0.754;36.843;-0.691;CC;NA;med;med;BSH;0;5;7:06:00;18/05/2021 7:06;Creciente;408;c(-0.754, 36.823)
2021_A_1_4;2021;1;A;4;2058;3;18/05/2021;19/05/2021;36.897;-0.679;36.866;-0.809;CC;NA;med;med;SMA;0;5;1:01:00;19/05/2021 1:01;Creciente;408;c(-0.679, 36.897)
2021_A_1_4;2021;1;A;4;2058;3;18/05/2021;19/05/2021;36.897;-0.679;36.866;-0.809;CC;NA;med;med;SWO;4;5;1:01:00;19/05/2021 1:01;Creciente;408;c(-0.679, 36.897)
2021_A_1_4;2021;1;A;4;2058;3;18/05/2021;19/05/2021;36.897;-0.679;36.866;-0.809;CC;NA;med;med;BSH;0;5;1:01:00;19/05/2021 1:01;Creciente;408;c(-0.679, 36.897)
2021_A_10_1;2021;10;A;1;4116;3;09/07/2021;10/07/2021;37.863;1.266;37.839;1.259;NU;NA;med;med;BSH;0;7;8:28:00;10/07/2021 8:28;New;447;c(1.266, 37.863)
2021_A_10_1;2021;10;A;1;4116;3;09/07/2021;10/07/2021;37.863;1.266;37.839;1.259;NU;NA;med;med;SWO;19;7;8:28:00;10/07/2021 8:28;New;447;c(1.266, 37.863)
2021_A_10_1;2021;10;A;1;4116;3;09/07/2021;10/07/2021;37.863;1.266;37.839;1.259;NU;NA;med;med;SMA;0;7;8:28:00;10/07/2021 8:28;New;447;c(1.266, 37.863)
2021_A_11_1;2021;11;A;1;4116;3;12/07/2021;13/07/2021;36.809;-0.956;36.796;-0.727;CC;NA;med;med;SMA;0;7;15:23:00;13/07/2021 15:23;New;408;c(-0.956, 36.809)
2021_A_11_1;2021;11;A;1;4116;3;12/07/2021;13/07/2021;36.809;-0.956;36.796;-0.727;CC;NA;med;med;SWO;27;7;15:23:00;13/07/2021 15:23;New;408;c(-0.956, 36.809)
2021_A_11_1;2021;11;A;1;4116;3;12/07/2021;13/07/2021;36.809;-0.956;36.796;-0.727;CC;NA;med;med;BSH;0;7;15:23:00;13/07/2021 15:23;New;408;c(-0.956, 36.809)
2021_A_12_1;2021;12;A;1;3822;3;16/07/2021;18/07/2021;36.93;-0.979;36.773;-0.964;CC;NA;med;med;SWO;15;7;6:30:00;18/07/2021 6:30;Creciente;408;c(-0.979, 36.93)
2021_A_12_1;2021;12;A;1;3822;3;16/07/2021;18/07/2021;36.93;-0.979;36.773;-0.964;CC;NA;med;med;SMA;0;7;6:30:00;18/07/2021 6:30;Creciente;408;c(-0.979, 36.93)
2021_A_12_1;2021;12;A;1;3822;3;16/07/2021;18/07/2021;36.93;-0.979;36.773;-0.964;CC;NA;med;med;BSH;0;7;6:30:00;18/07/2021 6:30;Creciente;408;c(-0.979, 36.93)
2021_A_13_1;2021;13;A;1;2352;3;19/07/2021;21/07/2021;36.422;-2.098;36.376;-2.283;CC;NA;med;med;SWO;11;7;5:00:00;21/07/2021 5:00;Full;388;c(-2.098, 36.422)
2021_A_13_1;2021;13;A;1;2352;3;19/07/2021;21/07/2021;36.422;-2.098;36.376;-2.283;CC;NA;med;med;BSH;0;7;5:00:00;21/07/2021 5:00;Full;388;c(-2.098, 36.422)
2021_A_13_1;2021;13;A;1;2352;3;19/07/2021;21/07/2021;36.422;-2.098;36.376;-2.283;CC;NA;med;med;SMA;0;7;5:00:00;21/07/2021 5:00;Full;388;c(-2.098, 36.422)
2021_A_13_2;2021;13;A;2;1764;3;19/07/2021;22/07/2021;36.356;-2.338;36.359;-2.301;CC;NA;med;med;SMA;0;7;5:30:00;22/07/2021 5:30;Full;388;c(-2.338, 36.356)
2021_A_13_2;2021;13;A;2;1764;3;19/07/2021;22/07/2021;36.356;-2.338;36.359;-2.301;CC;NA;med;med;BSH;0;7;5:30:00;22/07/2021 5:30;Full;388;c(-2.338, 36.356)
2021_A_13_2;2021;13;A;2;1764;3;19/07/2021;22/07/2021;36.356;-2.338;36.359;-2.301;CC;NA;med;med;SWO;1;7;5:30:00;22/07/2021 5:30;Full;388;c(-2.338, 36.356)
2021_A_13_3;2021;13;A;3;2352;3;22/07/2021;22/07/2021;36.321;-2.115;36.314;-2.18;CC;NA;med;med;SMA;0;7;21:51:00;22/07/2021 21:51;Full;388;c(-2.115, 36.321)
2021_A_13_3;2021;13;A;3;2352;3;22/07/2021;22/07/2021;36.321;-2.115;36.314;-2.18;CC;NA;med;med;BSH;0;7;21:51:00;22/07/2021 21:51;Full;388;c(-2.115, 36.321)
2021_A_13_3;2021;13;A;3;2352;3;22/07/2021;22/07/2021;36.321;-2.115;36.314;-2.18;CC;NA;med;med;SWO;16;7;21:51:00;22/07/2021 21:51;Full;388;c(-2.115, 36.321)
2021_A_14_1;2021;14;A;1;4116;3;23/07/2021;25/07/2021;36.372;-2.1;36.284;-1.996;CC;NA;med;med;SMA;0;7;9:37:00;25/07/2021 9:37;Full;388;c(-2.1, 36.372)
2021_A_14_1;2021;14;A;1;4116;3;23/07/2021;25/07/2021;36.372;-2.1;36.284;-1.996;CC;NA;med;med;BSH;0;7;9:37:00;25/07/2021 9:37;Full;388;c(-2.1, 36.372)
2021_A_14_1;2021;14;A;1;4116;3;23/07/2021;25/07/2021;36.372;-2.1;36.284;-1.996;CC;NA;med;med;SWO;24;7;9:37:00;25/07/2021 9:37;Full;388;c(-2.1, 36.372)
2021_A_15_1;2021;15;A;1;4116;3;26/07/2021;28/07/2021;36.349;-2.077;36.242;-2.086;CM;NA;med;med;SWO;22;7;3:00:00;28/07/2021 3:00;Menguante;388;c(-2.077, 36.349)
2021_A_15_1;2021;15;A;1;4116;3;26/07/2021;28/07/2021;36.349;-2.077;36.242;-2.086;CM;NA;med;med;SMA;0;7;3:00:00;28/07/2021 3:00;Menguante;388;c(-2.077, 36.349)
2021_A_15_1;2021;15;A;1;4116;3;26/07/2021;28/07/2021;36.349;-2.077;36.242;-2.086;CM;NA;med;med;BSH;0;7;3:00:00;28/07/2021 3:00;Menguante;388;c(-2.077, 36.349)
2021_A_16_1;2021;16;A;1;4116;3;30/07/2021;01/08/2021;38.338;0.928;38.12;0.905;CM;NA;med;med;SWO;30;7;7:12:00;01/08/2021 7:12;Menguante;446;c(0.928, 38.338)
2021_A_16_1;2021;16;A;1;4116;3;30/07/2021;01/08/2021;38.338;0.928;38.12;0.905;CM;NA;med;med;SMA;0;7;7:12:00;01/08/2021 7:12;Menguante;446;c(0.928, 38.338)
2021_A_16_1;2021;16;A;1;4116;3;30/07/2021;01/08/2021;38.338;0.928;38.12;0.905;CM;NA;med;med;BSH;0;7;7:12:00;01/08/2021 7:12;Menguante;446;c(0.928, 38.338)
2021_A_16_2;2021;16;A;2;1764;3;02/08/2021;03/08/2021;38.33;0.94;38.384;0.88;CM;NA;med;med;BSH;0;8;8:17:00;03/08/2021 8:17;Menguante;446;c(0.94, 38.33)
2021_A_16_2;2021;16;A;2;1764;3;02/08/2021;03/08/2021;38.33;0.94;38.384;0.88;CM;NA;med;med;SWO;12;8;8:17:00;03/08/2021 8:17;Menguante;446;c(0.94, 38.33)
2021_A_16_2;2021;16;A;2;1764;3;02/08/2021;03/08/2021;38.33;0.94;38.384;0.88;CM;NA;med;med;SMA;0;8;8:17:00;03/08/2021 8:17;Menguante;446;c(0.94, 38.33)
2021_A_16_3;2021;16;A;3;2352;3;03/08/2021;04/08/2021;38.288;0.825;38.29;0.933;CM;NA;med;med;SWO;11;8;6:30:00;04/08/2021 6:30;Menguante;446;c(0.825, 38.288)
2021_A_16_3;2021;16;A;3;2352;3;03/08/2021;04/08/2021;38.288;0.825;38.29;0.933;CM;NA;med;med;BSH;0;8;6:30:00;04/08/2021 6:30;Menguante;446;c(0.825, 38.288)
2021_A_16_3;2021;16;A;3;2352;3;03/08/2021;04/08/2021;38.288;0.825;38.29;0.933;CM;NA;med;med;SMA;0;8;6:30:00;04/08/2021 6:30;Menguante;446;c(0.825, 38.288)
2021_A_16_4;2021;16;A;4;1764;3;03/08/2021;05/08/2021;38.452;0.855;38.369;0.943;CM;NA;med;med;BSH;0;8;7:30:00;05/08/2021 7:30;New;446;c(0.855, 38.452)
2021_A_16_4;2021;16;A;4;1764;3;03/08/2021;05/08/2021;38.452;0.855;38.369;0.943;CM;NA;med;med;SMA;0;8;7:30:00;05/08/2021 7:30;New;446;c(0.855, 38.452)
2021_A_16_4;2021;16;A;4;1764;3;03/08/2021;05/08/2021;38.452;0.855;38.369;0.943;CM;NA;med;med;SWO;7;8;7:30:00;05/08/2021 7:30;New;446;c(0.855, 38.452)
2021_A_17_1;2021;17;A;1;2053;3;04/08/2021;06/08/2021;38.362;0.854;38.306;0.985;CM;NA;med;med;SMA;0;8;16:46:00;06/08/2021 16:46;New;446;c(0.854, 38.362)
2021_A_17_1;2021;17;A;1;2053;3;04/08/2021;06/08/2021;38.362;0.854;38.306;0.985;CM;NA;med;med;SWO;14;8;16:46:00;06/08/2021 16:46;New;446;c(0.854, 38.362)
2021_A_17_1;2021;17;A;1;2053;3;04/08/2021;06/08/2021;38.362;0.854;38.306;0.985;CM;NA;med;med;BSH;0;8;16:46:00;06/08/2021 16:46;New;446;c(0.854, 38.362)
2021_A_17_2;2021;17;A;2;1764;3;05/08/2021;07/08/2021;38.341;0.991;38.426;0.907;CM;NA;med;med;SWO;12;8;9:02:00;07/08/2021 9:02;New;446;c(0.991, 38.341)
2021_A_17_2;2021;17;A;2;1764;3;05/08/2021;07/08/2021;38.341;0.991;38.426;0.907;CM;NA;med;med;SMA;0;8;9:02:00;07/08/2021 9:02;New;446;c(0.991, 38.341)
2021_A_17_2;2021;17;A;2;1764;3;05/08/2021;07/08/2021;38.341;0.991;38.426;0.907;CM;NA;med;med;BSH;0;8;9:02:00;07/08/2021 9:02;New;446;c(0.991, 38.341)
2021_A_18_1;2021;18;A;1;2640;3;20/08/2021;21/08/2021;39.913;4.488;39.741;4.26;CC;NA;med;med;BSH;0;8;3:00:00;21/08/2021 3:00;Full;525;c(4.488, 39.913)
2021_A_18_1;2021;18;A;1;2640;3;20/08/2021;21/08/2021;39.913;4.488;39.741;4.26;CC;NA;med;med;SMA;0;8;3:00:00;21/08/2021 3:00;Full;525;c(4.488, 39.913)
2021_A_18_1;2021;18;A;1;2640;3;20/08/2021;21/08/2021;39.913;4.488;39.741;4.26;CC;NA;med;med;SWO;36;8;3:00:00;21/08/2021 3:00;Full;525;c(4.488, 39.913)
2021_A_18_2;2021;18;A;2;2376;3;22/08/2021;22/08/2021;39.602;4.329;39.745;4.65;CC;NA;med;med;SMA;0;8;21:30:00;22/08/2021 21:30;Full;505;c(4.329, 39.602)
2021_A_18_2;2021;18;A;2;2376;3;22/08/2021;22/08/2021;39.602;4.329;39.745;4.65;CC;NA;med;med;SWO;9;8;21:30:00;22/08/2021 21:30;Full;505;c(4.329, 39.602)
2021_A_18_2;2021;18;A;2;2376;3;22/08/2021;22/08/2021;39.602;4.329;39.745;4.65;CC;NA;med;med;BSH;0;8;21:30:00;22/08/2021 21:30;Full;505;c(4.329, 39.602)
2021_A_18_3;2021;18;A;3;528;3;22/08/2021;23/08/2021;39.696;4.305;39.736;4.243;CC;NA;med;med;SMA;0;8;19:20:00;23/08/2021 19:20;Full;505;c(4.305, 39.696)
2021_A_18_3;2021;18;A;3;528;3;22/08/2021;23/08/2021;39.696;4.305;39.736;4.243;CC;NA;med;med;SWO;5;8;19:20:00;23/08/2021 19:20;Full;505;c(4.305, 39.696)
2021_A_18_3;2021;18;A;3;528;3;22/08/2021;23/08/2021;39.696;4.305;39.736;4.243;CC;NA;med;med;BSH;0;8;19:20:00;23/08/2021 19:20;Full;505;c(4.305, 39.696)
2021_A_18_4;2021;18;A;4;2640;3;24/08/2021;25/08/2021;39.871;4.475;39.726;4.243;CM;NA;med;med;SMA;0;8;3:31:00;25/08/2021 3:31;Full;505;c(4.475, 39.871)
2021_A_18_4;2021;18;A;4;2640;3;24/08/2021;25/08/2021;39.871;4.475;39.726;4.243;CM;NA;med;med;SWO;36;8;3:31:00;25/08/2021 3:31;Full;505;c(4.475, 39.871)
2021_A_18_4;2021;18;A;4;2640;3;24/08/2021;25/08/2021;39.871;4.475;39.726;4.243;CM;NA;med;med;BSH;0;8;3:31:00;25/08/2021 3:31;Full;505;c(4.475, 39.871)
2021_A_18_5;2021;18;A;5;2640;3;26/08/2021;27/08/2021;39.563;3.66;39.811;3.899;CM;NA;med;med;SWO;41;8;1:00:00;27/08/2021 1:00;Menguante;505;c(3.66, 39.563)
2021_A_18_5;2021;18;A;5;2640;3;26/08/2021;27/08/2021;39.563;3.66;39.811;3.899;CM;NA;med;med;BSH;0;8;1:00:00;27/08/2021 1:00;Menguante;505;c(3.66, 39.563)
2021_A_18_5;2021;18;A;5;2640;3;26/08/2021;27/08/2021;39.563;3.66;39.811;3.899;CM;NA;med;med;SMA;0;8;1:00:00;27/08/2021 1:00;Menguante;505;c(3.66, 39.563)
2021_A_19_1;2021;19;A;1;2640;3;03/09/2021;03/09/2021;39.932;4.509;39.744;4.248;CM;NA;med;med;BSH;0;9;21:42:00;03/09/2021 21:42;New;525;c(4.509, 39.932)
2021_A_19_1;2021;19;A;1;2640;3;03/09/2021;03/09/2021;39.932;4.509;39.744;4.248;CM;NA;med;med;SWO;47;9;21:42:00;03/09/2021 21:42;New;525;c(4.509, 39.932)
2021_A_19_1;2021;19;A;1;2640;3;03/09/2021;03/09/2021;39.932;4.509;39.744;4.248;CM;NA;med;med;SMA;0;9;21:42:00;03/09/2021 21:42;New;525;c(4.509, 39.932)
2021_A_19_2;2021;19;A;2;2640;3;05/09/2021;05/09/2021;39.566;3.663;39.811;3.916;CM;NA;med;med;BSH;0;9;21:00:00;05/09/2021 21:00;New;505;c(3.663, 39.566)
2021_A_19_2;2021;19;A;2;2640;3;05/09/2021;05/09/2021;39.566;3.663;39.811;3.916;CM;NA;med;med;SMA;0;9;21:00:00;05/09/2021 21:00;New;505;c(3.663, 39.566)
2021_A_19_2;2021;19;A;2;2640;3;05/09/2021;05/09/2021;39.566;3.663;39.811;3.916;CM;NA;med;med;SWO;40;9;21:00:00;05/09/2021 21:00;New;505;c(3.663, 39.566)
2021_A_19_3;2021;19;A;3;1848;3;07/09/2021;07/09/2021;39.779;4.518;39.745;4.254;NU;NA;med;med;BSH;0;9;16:33:00;07/09/2021 16:33;New;525;c(4.518, 39.779)
2021_A_19_3;2021;19;A;3;1848;3;07/09/2021;07/09/2021;39.779;4.518;39.745;4.254;NU;NA;med;med;SWO;15;9;16:33:00;07/09/2021 16:33;New;525;c(4.518, 39.779)
2021_A_19_3;2021;19;A;3;1848;3;07/09/2021;07/09/2021;39.779;4.518;39.745;4.254;NU;NA;med;med;SMA;0;9;16:33:00;07/09/2021 16:33;New;525;c(4.518, 39.779)
2021_A_19_4;2021;19;A;4;2376;3;08/09/2021;09/09/2021;39.812;3.917;39.747;4.245;CC;NA;med;med;BSH;0;9;1:00:00;09/09/2021 1:00;New;505;c(3.917, 39.812)
2021_A_19_4;2021;19;A;4;2376;3;08/09/2021;09/09/2021;39.812;3.917;39.747;4.245;CC;NA;med;med;SMA;0;9;1:00:00;09/09/2021 1:00;New;505;c(3.917, 39.812)
2021_A_19_4;2021;19;A;4;2376;3;08/09/2021;09/09/2021;39.812;3.917;39.747;4.245;CC;NA;med;med;SWO;22;9;1:00:00;09/09/2021 1:00;New;505;c(3.917, 39.812)
2021_A_19_5;2021;19;A;5;2640;3;10/09/2021;11/09/2021;40.056;3.359;40.235;3.804;CC;NA;med;med;SWO;26;9;18:54:00;11/09/2021 18:54;Creciente;484;c(3.359, 40.056)
2021_A_19_5;2021;19;A;5;2640;3;10/09/2021;11/09/2021;40.056;3.359;40.235;3.804;CC;NA;med;med;SMA;0;9;18:54:00;11/09/2021 18:54;Creciente;484;c(3.359, 40.056)
2021_A_19_5;2021;19;A;5;2640;3;10/09/2021;11/09/2021;40.056;3.359;40.235;3.804;CC;NA;med;med;BSH;0;9;18:54:00;11/09/2021 18:54;Creciente;484;c(3.359, 40.056)
2021_A_2_1;2021;2;A;1;882;3;21/05/2021;21/05/2021;36.256;-2.226;36.093;-2.22;CC;NA;med;med;SWO;3;5;22:31:00;21/05/2021 22:31;Creciente;388;c(-2.226, 36.256)
2021_A_2_1;2021;2;A;1;882;3;21/05/2021;21/05/2021;36.256;-2.226;36.093;-2.22;CC;NA;med;med;SMA;0;5;22:31:00;21/05/2021 22:31;Creciente;388;c(-2.226, 36.256)
2021_A_2_1;2021;2;A;1;882;3;21/05/2021;21/05/2021;36.256;-2.226;36.093;-2.22;CC;NA;med;med;BSH;0;5;22:31:00;21/05/2021 22:31;Creciente;388;c(-2.226, 36.256)
2021_A_2_2;2021;2;A;2;3234;3;21/05/2021;22/05/2021;36.093;-2.22;36.02;-2.269;CC;NA;med;med;SMA;0;5;6:52:00;22/05/2021 6:52;Creciente;388;c(-2.22, 36.093)
2021_A_2_2;2021;2;A;2;3234;3;21/05/2021;22/05/2021;36.093;-2.22;36.02;-2.269;CC;NA;med;med;SWO;20;5;6:52:00;22/05/2021 6:52;Creciente;388;c(-2.22, 36.093)
2021_A_2_2;2021;2;A;2;3234;3;21/05/2021;22/05/2021;36.093;-2.22;36.02;-2.269;CC;NA;med;med;BSH;0;5;6:52:00;22/05/2021 6:52;Creciente;388;c(-2.22, 36.093)
2021_A_2_3;2021;2;A;3;2646;3;22/05/2021;24/05/2021;36.028;-2.24;36.032;-2.195;CC;NA;med;med;SMA;0;5;6:38:00;24/05/2021 6:38;Full;388;c(-2.24, 36.028)
2021_A_2_3;2021;2;A;3;2646;3;22/05/2021;24/05/2021;36.028;-2.24;36.032;-2.195;CC;NA;med;med;SWO;6;5;6:38:00;24/05/2021 6:38;Full;388;c(-2.24, 36.028)
2021_A_2_3;2021;2;A;3;2646;3;22/05/2021;24/05/2021;36.028;-2.24;36.032;-2.195;CC;NA;med;med;BSH;0;5;6:38:00;24/05/2021 6:38;Full;388;c(-2.24, 36.028)
2021_A_20_1;2021;20;A;1;2640;3;13/09/2021;15/09/2021;40.266;4.054;40.047;4.492;CC;NA;med;med;BSH;0;9;7:15:00;15/09/2021 7:15;Creciente;504;c(4.054, 40.266)
2021_A_20_1;2021;20;A;1;2640;3;13/09/2021;15/09/2021;40.266;4.054;40.047;4.492;CC;NA;med;med;SWO;13;9;7:15:00;15/09/2021 7:15;Creciente;504;c(4.054, 40.266)
2021_A_20_1;2021;20;A;1;2640;3;13/09/2021;15/09/2021;40.266;4.054;40.047;4.492;CC;NA;med;med;SMA;0;9;7:15:00;15/09/2021 7:15;Creciente;504;c(4.054, 40.266)
2021_A_20_2;2021;20;A;2;2640;3;16/09/2021;17/09/2021;39.906;4.489;39.706;4.302;CC;NA;med;med;SMA;0;9;6:30:00;17/09/2021 6:30;Creciente;525;c(4.489, 39.906)
2021_A_20_2;2021;20;A;2;2640;3;16/09/2021;17/09/2021;39.906;4.489;39.706;4.302;CC;NA;med;med;SWO;19;9;6:30:00;17/09/2021 6:30;Creciente;525;c(4.489, 39.906)
2021_A_20_2;2021;20;A;2;2640;3;16/09/2021;17/09/2021;39.906;4.489;39.706;4.302;CC;NA;med;med;BSH;0;9;6:30:00;17/09/2021 6:30;Creciente;525;c(4.489, 39.906)
2021_A_21_1;2021;21;A;1;2880;1;25/09/2021;26/09/2021;40.411;1.504;39.84;1.23;CM;NA;med;med;BSH;9;9;0:45:00;26/09/2021 0:45;Menguante;464;c(1.504, 40.411)
2021_A_21_1;2021;21;A;1;2880;1;25/09/2021;26/09/2021;40.411;1.504;39.84;1.23;CM;NA;med;med;SWO;8;9;0:45:00;26/09/2021 0:45;Menguante;464;c(1.504, 40.411)
2021_A_21_1;2021;21;A;1;2880;1;25/09/2021;26/09/2021;40.411;1.504;39.84;1.23;CM;NA;med;med;SMA;0;9;0:45:00;26/09/2021 0:45;Menguante;464;c(1.504, 40.411)
2021_A_21_2;2021;21;A;2;2700;1;26/09/2021;27/09/2021;39.969;0.934;39.626;0.462;CM;NA;med;med;SMA;0;9;0:58:00;27/09/2021 0:58;Menguante;445;c(0.934, 39.969)
2021_A_21_2;2021;21;A;2;2700;1;26/09/2021;27/09/2021;39.969;0.934;39.626;0.462;CM;NA;med;med;SWO;7;9;0:58:00;27/09/2021 0:58;Menguante;445;c(0.934, 39.969)
2021_A_21_2;2021;21;A;2;2700;1;26/09/2021;27/09/2021;39.969;0.934;39.626;0.462;CM;NA;med;med;BSH;6;9;0:58:00;27/09/2021 0:58;Menguante;445;c(0.934, 39.969)
2021_A_21_3;2021;21;A;3;3528;3;27/09/2021;28/09/2021;39.387;0.753;39.349;0.944;CM;NA;med;med;BSH;0;9;7:45:00;28/09/2021 7:45;Menguante;445;c(0.753, 39.387)
2021_A_21_3;2021;21;A;3;3528;3;27/09/2021;28/09/2021;39.387;0.753;39.349;0.944;CM;NA;med;med;SMA;0;9;7:45:00;28/09/2021 7:45;Menguante;445;c(0.753, 39.387)
2021_A_21_3;2021;21;A;3;3528;3;27/09/2021;28/09/2021;39.387;0.753;39.349;0.944;CM;NA;med;med;SWO;9;9;7:45:00;28/09/2021 7:45;Menguante;445;c(0.753, 39.387)
2021_A_21_4;2021;21;A;4;2700;1;29/09/2021;30/09/2021;38.284;0.256;38.613;0.352;CM;NA;med;med;BSH;0;9;1:30:00;30/09/2021 1:30;Menguante;426;c(0.256, 38.284)
2021_A_21_4;2021;21;A;4;2700;1;29/09/2021;30/09/2021;38.284;0.256;38.613;0.352;CM;NA;med;med;SMA;0;9;1:30:00;30/09/2021 1:30;Menguante;426;c(0.256, 38.284)
2021_A_21_4;2021;21;A;4;2700;1;29/09/2021;30/09/2021;38.284;0.256;38.613;0.352;CM;NA;med;med;SWO;11;9;1:30:00;30/09/2021 1:30;Menguante;426;c(0.256, 38.284)
2021_A_22_1;2021;22;A;1;1280;2;17/10/2021;18/10/2021;30.475;-12.566;29.88;-12.831;CC;NA;atl;can;SMA;0;10;4:00:00;18/10/2021 4:00;Full;174;c(-12.566, 30.475)
2021_A_22_1;2021;22;A;1;1280;2;17/10/2021;18/10/2021;30.475;-12.566;29.88;-12.831;CC;NA;atl;can;BSH;3;10;4:00:00;18/10/2021 4:00;Full;174;c(-12.566, 30.475)
2021_A_22_1;2021;22;A;1;1280;2;17/10/2021;18/10/2021;30.475;-12.566;29.88;-12.831;CC;NA;atl;can;SWO;5;10;4:00:00;18/10/2021 4:00;Full;174;c(-12.566, 30.475)
2021_A_22_2;2021;22;A;2;1200;2;19/10/2021;20/10/2021;28.361;-15.116;28.319;-15.721;CC;NA;atl;can;BSH;2;10;3:16:00;20/10/2021 3:16;Full;136;c(-15.116, 28.361)
2021_A_22_2;2021;22;A;2;1200;2;19/10/2021;20/10/2021;28.361;-15.116;28.319;-15.721;CC;NA;atl;can;SMA;0;10;3:16:00;20/10/2021 3:16;Full;136;c(-15.116, 28.361)
2021_A_22_2;2021;22;A;2;1200;2;19/10/2021;20/10/2021;28.361;-15.116;28.319;-15.721;CC;NA;atl;can;SWO;13;10;3:16:00;20/10/2021 3:16;Full;136;c(-15.116, 28.361)
2021_A_22_3;2021;22;A;3;1200;2;20/10/2021;21/10/2021;28.356;-15.079;28.33;-15.656;CC;NA;atl;can;SMA;0;10;2:36:00;21/10/2021 2:36;Full;136;c(-15.079, 28.356)
2021_A_22_3;2021;22;A;3;1200;2;20/10/2021;21/10/2021;28.356;-15.079;28.33;-15.656;CC;NA;atl;can;BSH;1;10;2:36:00;21/10/2021 2:36;Full;136;c(-15.079, 28.356)
2021_A_22_3;2021;22;A;3;1200;2;20/10/2021;21/10/2021;28.356;-15.079;28.33;-15.656;CC;NA;atl;can;SWO;10;10;2:36:00;21/10/2021 2:36;Full;136;c(-15.079, 28.356)
2021_A_22_4;2021;22;A;4;1120;2;21/10/2021;22/10/2021;28.339;-15.118;28.328;-15.656;LL;NA;atl;can;SWO;4;10;2:20:00;22/10/2021 2:20;Full;136;c(-15.118, 28.339)
2021_A_22_4;2021;22;A;4;1120;2;21/10/2021;22/10/2021;28.339;-15.118;28.328;-15.656;LL;NA;atl;can;SMA;0;10;2:20:00;22/10/2021 2:20;Full;136;c(-15.118, 28.339)
2021_A_22_4;2021;22;A;4;1120;2;21/10/2021;22/10/2021;28.339;-15.118;28.328;-15.656;LL;NA;atl;can;BSH;3;10;2:20:00;22/10/2021 2:20;Full;136;c(-15.118, 28.339)
2021_A_22_5;2021;22;A;5;1120;2;22/10/2021;23/10/2021;28.339;-16.22;28.107;-16.4;CM;NA;atl;can;SWO;7;10;2:30:00;23/10/2021 2:30;Full;116;c(-16.22, 28.339)
2021_A_22_5;2021;22;A;5;1120;2;22/10/2021;23/10/2021;28.339;-16.22;28.107;-16.4;CM;NA;atl;can;SMA;0;10;2:30:00;23/10/2021 2:30;Full;116;c(-16.22, 28.339)
2021_A_22_5;2021;22;A;5;1120;2;22/10/2021;23/10/2021;28.339;-16.22;28.107;-16.4;CM;NA;atl;can;BSH;1;10;2:30:00;23/10/2021 2:30;Full;116;c(-16.22, 28.339)
2021_A_22_6;2021;22;A;6;1120;2;23/10/2021;24/10/2021;28.17;-16.847;28.23;-17.002;CM;NA;atl;can;SWO;18;10;3:00:00;24/10/2021 3:00;Full;96;c(-16.847, 28.17)
2021_A_22_6;2021;22;A;6;1120;2;23/10/2021;24/10/2021;28.17;-16.847;28.23;-17.002;CM;NA;atl;can;SMA;0;10;3:00:00;24/10/2021 3:00;Full;96;c(-16.847, 28.17)
2021_A_22_6;2021;22;A;6;1120;2;23/10/2021;24/10/2021;28.17;-16.847;28.23;-17.002;CM;NA;atl;can;BSH;21;10;3:00:00;24/10/2021 3:00;Full;96;c(-16.847, 28.17)
